Municipio,Codigo_DANE,Documento,ID_Proyecto,Nombre_Proyecto,Codigos_MGA,Indicador de Producto(MGA),Productos,Calificacion,Justificacion
Nemocón,25486,SisPT – Plan indicativo - Productos,1-3,"Estudios de vulnerabilidad ante los impactos observados y esperados del cambio climático, como son: inundaciones, sequías, ascenso del nivel del mar, aumento de la temperatura, disminución de las lluvias y de las fuentes de suministro de agua.","320204400, 320800600, 320600300",Estudios de preinversión elaborados; Estrategias educativo ambientales y de participación implementadas; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados,"ADS 2 Realizar los estudios y diseños para los proyectos de inversión del sector Ambiente y desarrollo sostenible; ADS 16 Formular e implementar de manera articulada con otras entidades un Plan de Educación Ambiental con enfoques, entre otros, en cultura ciudadana, sostenibilidad y adaptación al cambio climático.; ADS 4 Formular e implementar un plan de modernización y dotación de edificaciones institucionales con energías alternativas",1,"Los productos seleccionados facilitan la gestión del riesgo y la adaptación al cambio climático, aunque no cumplen completamente con el objetivo del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-4,Armonización de los instrumentos de política pública relacionados con la gestión de recursos ambientales,"320600300, 320305000, 320200600, 350200701, 350203600",Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados; Áreas protegidas; Plantaciones forestales realizadas; Eventos realizados para intercambio de experiencias y generación de alianzas entre iniciativas clústeres; Proyectos cofinanciados para la adecuación de la oferta turística,"ADS 4 Formular e implementar un plan de modernización y dotación de edificaciones institucionales con energías alternativas; ADS 15 Formular e implementar un plan para Identificar, declarar, socializar y definir los lineamientos para la protección y conservación de las zonas de amortiguación para las áreas protegidas y ecosistemas estratégicos de la Cuenca Río Bogotá en la jurisdicción de Nemocón.; ADS 11 Formular e implementar una estrategia para realizar la restauración y/o reforestación de las áreas afectadas por los fenómenos del niño/niña en el Municipio de Nemocón.; CIT 174Realizar alianzas estratégicas con el sector privado, la academia, el sector público, los propietario de los predios, la cooperación internacional para lograr la gestión y desarrollo del Corredor Industrial de Nemocón - PIN.; CIT 180Implementar diversas estrategias de turismo sostenible",2,"Los productos seleccionados cumplen parcialmente con el objetivo de gestión ambiental y algunos de los requerimientos, facilitando la implementación de políticas sostenibles en la región."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-5,Diseño de un Modelo Integral para la Ocupación Sostenible del Territorio de la Provincia Sabana Centro,"320403400, 320305000, 400201300, 320200600, 400202000",Estaciones de investigación adecuadas y dotadas para el desempeño de la investigación mejoradas y dotadas; Áreas protegidas; Proyectos apoyados financieramente en Mejoramiento Integral de Barrios; Plantaciones forestales realizadas; Espacio publico adecuado,"ADS 10 Estructurar, gestionar y poner en funcionamiento un centro de innovación/estación de investigación para la sostenibilidad ambiental regional.; ADS 15 Formular e implementar un plan para Identificar, declarar, socializar y definir los lineamientos para la protección y conservación de las zonas de amortiguación para las áreas protegidas y ecosistemas estratégicos de la Cuenca Río Bogotá en la jurisdicción de Nemocón.; VCT 132Implementar un programa para el mejoramiento integral de barrios y desarrollo sostenible; ADS 11 Formular e implementar una estrategia para realizar la restauración y/o reforestación de las áreas afectadas por los fenómenos del niño/niña en el Municipio de Nemocón.; VCT 131Elaborar e implementar un plan para inventariar, caracterizar, regular el uso, mantener y/o ampliar la red de espacio público (plazas, parques, alamedas, entre otros) y sus elementos constitutivos para garantizar espacios seguros, inclusivos, limpios y adecuados para propios y turistas.",2,"Los productos seleccionados contribuyen a la sostenibilidad y gestión del territorio, aunque no todos cumplen completamente con los requerimientos específicos del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-6,Construcción de una agenda conjunta para la reducción de GEI y gestión del riesgo,"320200600, 320305000, 350200701, 320304801, 450302200",Plantaciones forestales realizadas; Áreas protegidas; Eventos realizados para intercambio de experiencias y generación de alianzas entre iniciativas clústeres; Reservorio construido; Obras de infraestructura para la reducción del riesgo de desastres realizadas,"ADS 11 Formular e implementar una estrategia para realizar la restauración y/o reforestación de las áreas afectadas por los fenómenos del niño/niña en el Municipio de Nemocón.; ADS 15 Formular e implementar un plan para Identificar, declarar, socializar y definir los lineamientos para la protección y conservación de las zonas de amortiguación para las áreas protegidas y ecosistemas estratégicos de la Cuenca Río Bogotá en la jurisdicción de Nemocón.; CIT 174Realizar alianzas estratégicas con el sector privado, la academia, el sector público, los propietario de los predios, la cooperación internacional para lograr la gestión y desarrollo del Corredor Industrial de Nemocón - PIN.; ADS1 Realizar la construcción de sistemas de almacenamiento de agua lluvia para la disponibilidad hídrica en el Municipio (Reservorios o sistemas de almacenamiento de agua alternativos); GT 285Formular e implementar un plan de obras para la mitigación y prevención del riesgo.",2,"Los productos seleccionados contribuyen a la mitigación del cambio climático y a la gestión del riesgo, pero no cumplen completamente con los requerimientos de definir un inventario de gases de efecto invernadero."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-7,Promoción y fortalecimiento del programa “Multiplicadores de Conciencia Ambiental”,"320800600, 320200600, 330112600",Estrategias educativo ambientales y de participación implementadas; Plantaciones forestales realizadas; Procesos de formación atendidos,"ADS 16 Formular e implementar de manera articulada con otras entidades un Plan de Educación Ambiental con enfoques, entre otros, en cultura ciudadana, sostenibilidad y adaptación al cambio climático.; ADS 11 Formular e implementar una estrategia para realizar la restauración y/o reforestación de las áreas afectadas por los fenómenos del niño/niña en el Municipio de Nemocón.; CUL 93 Fortalecer, dotar, garantizar instrumentos y/o vestuario, para la descentralización de las actividades y escuelas de formación artística y cultural como base de proyecto de vida de los niños y adolescentes.",2,"Los productos seleccionados cumplen parcialmente con el objetivo del proyecto al fomentar la participación y conciencia ambiental, aunque no todos los requerimientos técnicos son completamente abordados."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-8,Formulación del proyecto Sistema de parques eco-turísticos y corredores verdes,"400202500, 400202000, 400202600",Zonas verdes adecuadas; Espacio publico adecuado; Zonas verdes mantenidas,"VCT 133Formular e implementar un plan para adecuar las zonas verdes del municipio que lo requieran; VCT 131Elaborar e implementar un plan para inventariar, caracterizar, regular el uso, mantener y/o ampliar la red de espacio público (plazas, parques, alamedas, entre otros) y sus elementos constitutivos para garantizar espacios seguros, inclusivos, limpios y adecuados para propios y turistas.; VCT 134Formular e implementar una estrategia para mantener en óptimas condiciones las zonas verdes",2,"Los productos seleccionados son relevantes para la adecuación y mantenimiento de espacios públicos y zonas verdes, que son fundamentales para el objetivo del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-9,Estudios y diseños del macro proyecto paisajístico Parque Lineal Río Bogotá,"320800600, 320305000, 320200600, 320800803, 320304801",Estrategias educativo ambientales y de participación implementadas; Áreas protegidas; Plantaciones forestales realizadas; Publicaciones en temas ambientales divulgadas; Reservorio construido,"ADS 16 Formular e implementar de manera articulada con otras entidades un Plan de Educación Ambiental con enfoques, entre otros, en cultura ciudadana, sostenibilidad y adaptación al cambio climático.; ADS 15 Formular e implementar un plan para Identificar, declarar, socializar y definir los lineamientos para la protección y conservación de las zonas de amortiguación para las áreas protegidas y ecosistemas estratégicos de la Cuenca Río Bogotá en la jurisdicción de Nemocón.; ADS 11 Formular e implementar una estrategia para realizar la restauración y/o reforestación de las áreas afectadas por los fenómenos del niño/niña en el Municipio de Nemocón.; ADS 19 Formular e implementar un plan de promoción de ecodesarrollo de la Cuenca del Río Bogotá incluyendo capacitación comunitaria ambiental; ADS1 Realizar la construcción de sistemas de almacenamiento de agua lluvia para la disponibilidad hídrica en el Municipio (Reservorios o sistemas de almacenamiento de agua alternativos)",2,"Los productos seleccionados contribuyen a la educación ambiental y la protección de ecosistemas, alineándose con el objetivo del proyecto, aunque no todos cumplen completamente con los requerimientos técnicos."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-10,Formulación de un programa regional para la gestión y aprovechamiento económico integral de residuos,400302300,Plan de Gestión Integral de Residuos Solidos con seguimiento,"VCT 125Revisar, actualizar e implementar el Plan de Gestión Integral de Residuos Sólidos.",3,"El producto cumple con el objetivo del proyecto y con todos los requerimientos técnicos establecidos, siendo esencial para la gestión de residuos en la región."
Nemocón,25486,SisPT – Plan indicativo - Productos,1-11,Proyecto: Estudio de la calidad del agua en acueductos rurales de los municipios de la provincia,400301601,"Personas beneficiadas con proyectos que mejoran provisión, calidad y/o continuidad de los servicios de acueducto",VCT 114Pasar de bajo riesgo a sin riesgo la calidad del agua,3,"El producto mejora la calidad del agua y cumple con todos los requerimientos del proyecto, lo que es fundamental para alcanzar el objetivo propuesto."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-1,Creación de una agencia de empleo con cobertura provincial,360200400,Personas colocadas laboralmente,TB 195Realizar alianzas estratégicas con el sector productivo y formativo del municipio y la región para la vinculación laboral de habitantes,3,El producto seleccionado cumple con el objetivo del proyecto de crear una agencia de empleo y está alineado con los requerimientos de vinculación laboral.
Nemocón,25486,SisPT – Plan indicativo - Productos,2-2,Puesta en marcha de una oﬁcina de asesoría empresarial y apoyo a la formación en mecanismos de asociación para el desarrollo con cobertura para los once municipios de Sabana Centro,360203201,Emprendimientos fortalecidos,"TB191Promover, fortalecer e impulsar los emprendimientos que se generan y operan en el municipio",1,"El producto apoya el fortalecimiento de emprendimientos, lo que es esencial para el objetivo del proyecto de mejorar la calidad de vida y los ingresos de los emprendedores."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-3,Llevar a cabo una consultoría para el establecimiento de una política de generación de valor agregado para las principales cadenas productivas.,"320204400, 410307100, 350201000, 350203700, 220206208",Estudios de preinversión elaborados; Estudios de preinversión elaborados; Proyectos cofinanciados para agregar valor a los productos y/o mejorar los canales de comercialización; Proyectos cofinanciados para promover el mercadeo y promoción turística a nivel nacional e internacional; Estrategias de fomento para el acceso a la educación superior implementadas,"ADS 2 Realizar los estudios y diseños para los proyectos de inversión del sector Ambiente y desarrollo sostenible; FAM 29 Realizar los estudios y diseños para los proyectos de inversión del sector de inclusión social y reconciliación; CIT 177Estructurar e implementar el Programa Nemocón un Destino Nocturno por Vivir; CIT 182Formular e implementar estrategias con el sector privado, la academia, el sector público, la población y la cooperación internacional para posicionar a Nemocón como un municipio turístico.; EDU 90 Formular e implementar una estrategia articulada con el sector privado, público, de cooperación internacional, las comunidades y/o la Academia para garantizar el acceso a la educación superior",1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al abordar aspectos de preinversión y educación, aunque no cumplen completamente con todos los requerimientos técnicos."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-4,Consolidación de la Red de Escenarios Multipropósito para la recreación y el esparcimiento por medio de la formulación e implementación de un Plan Maestro.,430103703,"Personas atendidas por los programas de recreación, deporte social comunitario, actividad física y aprovechamiento del tiempo libre","DR 137Descentralizar las actividades deportivas, artísticas y culturales en favor del empoderamiento y el bienestar de las mujeres de Nemocón",1,"El producto facilita el cumplimiento del objetivo del proyecto al promover la recreación, pero no cumple con todos los requerimientos técnicos establecidos."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-5,Diseño e implementación del plan estratégico de turismo de Sabana Centro,350203700,Proyectos cofinanciados para promover el mercadeo y promoción turística a nivel nacional e internacional,"CIT 182Formular e implementar estrategias con el sector privado, la academia, el sector público, la población y la cooperación internacional para posicionar a Nemocón como un municipio turístico.",3,"El producto seleccionado cumple con el objetivo del proyecto y con casi todos los requerimientos técnicos, facilitando el desarrollo del turismo en la región."
Nemocón,25486,SisPT – Plan indicativo - Productos,2-6,Creación de un programa provincial para la implementación de los planes especiales de manejo y protección (PEMP) para la conservación y recuperación de centros históricos e inmuebles de valor arquitectónico en los municipios de la provincia.,"320305000, 330105400, 320200600, 330200304, 350203700",Áreas protegidas; Estímulos otorgados; Plantaciones forestales realizadas; Documentos normativos sobre patrimonio cultural realizados; Proyectos cofinanciados para promover el mercadeo y promoción turística a nivel nacional e internacional,"ADS 15 Formular e implementar un plan para Identificar, declarar, socializar y definir los lineamientos para la protección y conservación de las zonas de amortiguación para las áreas protegidas y ecosistemas estratégicos de la Cuenca Río Bogotá en la jurisdicción de Nemocón.; CUL 100 Institucionalizar e implementar un plan para el apoyo a los artistas que representen el municipio y el fortalecimiento de las iniciativas y organizaciones culturales y artísticas del municipio. (incluye garantías sociales para los gestores culturales- programa BEPS); ADS 11 Formular e implementar una estrategia para realizar la restauración y/o reforestación de las áreas afectadas por los fenómenos del niño/niña en el Municipio de Nemocón.; CUL 106 Formular e implementar el Plan de Manejo y Conservación del patrimonio arquitectónico y colonial; CIT 182Formular e implementar estrategias con el sector privado, la academia, el sector público, la población y la cooperación internacional para posicionar a Nemocón como un municipio turístico.",1,"Los productos seleccionados facilitan la creación de condiciones para el cumplimiento del objetivo del proyecto, aunque no cumplen con los requerimientos específicos."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-1,Formulación y ejecución de proyecto para la prestación del servicio de acueducto a través de una ﬁgura empresarial de carácter regional,320304801,Reservorio construido,ADS1 Realizar la construcción de sistemas de almacenamiento de agua lluvia para la disponibilidad hídrica en el Municipio (Reservorios o sistemas de almacenamiento de agua alternativos),2,"El producto seleccionado cumple parcialmente con el objetivo de garantizar la disponibilidad hídrica, aunque no abarca todos los requerimientos técnicos del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-2,Elaboración del Plan Maestro de Movilidad de la Provincia que articule la movilidad entre los municipios y la ciudad capital.,"240210500, 320204400, 240211800, 400302300, 410307100",Documentos de lineamientos técnicos realizados; Estudios de preinversión elaborados; Estudios de preinversión realizados; Plan de Gestión Integral de Residuos Solidos con seguimiento; Estudios de preinversión elaborados,"TTE 218Formular e implementar un Plan de Movilidad; ADS 2 Realizar los estudios y diseños para los proyectos de inversión del sector Ambiente y desarrollo sostenible; TTE 202Realizar estudios y diseños para los proyectos de inversión del sector transporte; VCT 125Revisar, actualizar e implementar el Plan de Gestión Integral de Residuos Sólidos.; FAM 29 Realizar los estudios y diseños para los proyectos de inversión del sector de inclusión social y reconciliación",1,"Los productos seleccionados facilitan la elaboración del Plan de Movilidad, aunque no cumplen con todos los requerimientos del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-3,"Estudios, diseños y construcción del tren de cercanías línea del norte",240401600,Vía férrea rehabilitada,TTE 209Realizar la gestión necesaria para el mantenimiento y recuperación de la línea Férrea Zipaquirá - Nemocón con el fin que el tren turístico regrese a Nemocón,3,"El producto es esencial para el desarrollo del sistema de transporte férreo masivo, cumpliendo con el objetivo del proyecto y contribuyendo a los requerimientos técnicos."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-4,Diseño y construcción de un centro de acopio,450302600,Centros logísticos para la gestión del riesgo de desastres construidos,"GT 281Gestionar la construcción de un Centro Regional de Atención prevención de Emergencias, Desastres y seguridad Ciudadana - CRAPESC",1,"El producto facilita la infraestructura necesaria para mejorar la logística en la cadena productiva, aunque no cumple con todos los requerimientos del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-5,Actualización catastral de los municipios de Sabana Centro,040600402,Base catastral geográfica actualizada,IE 289Servicio de actualización catastral con enfoque multipropósito,3,El producto cumple con el objetivo del proyecto y con todos los requerimientos técnicos necesarios para la actualización catastral.
Nemocón,25486,SisPT – Plan indicativo - Productos,3-6,Transporte Público regional de pasajeros y carga (PROYECTO NUEVO),240906300,Estrategias implementadas,"TTE 217Realizar alianzas estratégicas y ejercer los controles necesarios a los prestadores del servicio de transporte público en pro de la calidad, los costos justos y la responsabilidad del servicio inclusivo.",1,"El producto facilita el cumplimiento del objetivo de mejorar el servicio de transporte público, pero no cumple con un objetivo específico del proyecto ni con requerimientos claros."
Nemocón,25486,SisPT – Plan indicativo - Productos,3-7,Ciclorutas de la Sabana Probogotá,"240211800, 240803800",Estudios de preinversión realizados; Estrategias de seguridad vial implementadas,TTE 202Realizar estudios y diseños para los proyectos de inversión del sector transporte; TTE 215Formular e implementar un Plan de seguridad vial,1,"Los productos seleccionados facilitan la planificación y seguridad vial, aspectos necesarios para el desarrollo de la red de ciclorrutas, aunque no cumplen directamente con el objetivo del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,4-1,Definición de determinantes de la salud priorizados para Sabana Centro y plan de intervención y monitoreo,NA,NA,NA,0,No se encontró ningún producto que se relacione con el objetivo del proyecto ni que cumpla con los requerimientos técnicos.
Nemocón,25486,SisPT – Plan indicativo - Productos,4-2,"Consolidación del ecosistema de prevención, monitoreo y atención de salud mental de la provincia","190502200, 190504100",Campañas de gestión del riesgo en temas de trastornos mentales implementadas; Personas víctimas del conflicto armado atendidas con atención psicosocial,SPS 64 Realizar campañas de gestión del riesgo de trastornos mentales en el marco de la Atención Primaria en Salud APS; SPS 56 Implementar estrategias de atención integral en salud con enfoque psicosocial a VCA,1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al abordar aspectos de salud mental, aunque no cumplen con todos los requerimientos específicos."
Nemocón,25486,SisPT – Plan indicativo - Productos,4-3,ProgramaPrograma telesalud para Sabana Centro telesalud para Sabana Centro,"190503505, 190502500",Estrategias de gestión territorial para atención en salud -pandemias- a población afectada por emergencias o desastres implementadas; Campañas de gestión del riesgo para abordar situaciones prevalentes de origen laboral implementadas,SPS 68 Implementar anualmente una estrategia de respuesta en materia de salud para la población afectada ante declaratoria de situaciones de emergencias o desastres en el marco del desarrollo de la Atención Primaria en Salud APS; SPS 67 Realizar campañas de Servicio de gestión del riesgo para abordar situaciones prevalentes de origen laboral en el marco de la Atención Primaria en Salud APS,2,"Se seleccionaron productos que contribuyen a la atención en salud y gestión de emergencias, alineándose parcialmente con el objetivo del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,4-4,Diseño e implementación de estrategias de adaptación municipal para la implementación local de la Atención Primaria en Salud,"190502800, 190502300, 190502700, 190502500, 190503100","Campañas de gestión del riesgo para temas de consumo, aprovechamiento biológico, calidad e inocuidad de los alimentos implementadas; Campañas de gestión del riesgo para abordar condiciones crónicas prevalentes implementadas; Campañas de gestión del riesgo para enfermedades inmunoprevenibles implementadas; Campañas de gestión del riesgo para abordar situaciones prevalentes de origen laboral implementadas; Campañas de promoción de la salud y prevención de riesgos asociados a condiciones no transmisibles implementadas","SPS 72 Realizar campañas de Servicio de gestión del riesgo para el consumo, aprovechamiento biológico, calidad e inocuidad de los alimentos en el marco de la Atención Primaria en Salud APS; SPS 65 Realizar campañas de gestión del riesgo para abordar condiciones crónicas prevalentes en el marco de la Atención Primaria en Salud APS; SPS 71 Realizar campañas de Servicio de gestión del riesgo para para enfermedades inmunoprevenibles en el marco de la Atención Primaria en Salud APS; SPS 67 Realizar campañas de Servicio de gestión del riesgo para abordar situaciones prevalentes de origen laboral en el marco de la Atención Primaria en Salud APS; SPS 73 Realizar campañas de Servicio de gestión del riesgo asociados a condiciones no transmisibles en el marco de la Atención Primaria en Salud APS",3,"Los productos seleccionados están directamente alineados con el objetivo del proyecto y cumplen con los requerimientos técnicos establecidos, lo que justifica la calificación máxima."
Nemocón,25486,SisPT – Plan indicativo - Productos,4-5,"Implementación de la estrategia Ciudades, Entornos y Ruralidades Saludables (CERS), en Sabana Centro","220108400, 430103703, 410204600, 410400800, 190503505","Sedes educativas con apoyo pedagógico para la oferta de educación inclusiva para preescolar, básica y media; Personas atendidas por los programas de recreación, deporte social comunitario, actividad física y aprovechamiento del tiempo libre; Campañas de promoción realizadas; Adultos mayores atendidos con servicios integrales; Estrategias de gestión territorial para atención en salud -pandemias- a población afectada por emergencias o desastres implementadas","EDU 89 Gestionar e implementar una estrategia para los procesos de educación inclusiva en las instituciones educativas del municipio.; DR 137Descentralizar las actividades deportivas, artísticas y culturales en favor del empoderamiento y el bienestar de las mujeres de Nemocón; NNA34 Institucionalizar e implementar el programa ""Los Niños Viven Nemocón""; en el que el juego, la cultura, el deporte, la ciencia, la tecnología y la innovación integrados con asistencia sicológica, nutrición y trabajo social son fundamentales para el proyecto de vida de infantes, niños, niñas y adolescentes.; AM 43 Realizar actividades que promuevan la integración, la recreación, el bienestar, el acceso al arte y la cultura, la ocupación del tiempo libre y el acceso a recursos financieros de los adultos mayores.; SPS 68 Implementar anualmente una estrategia de respuesta en materia de salud para la población afectada ante declaratoria de situaciones de emergencias o desastres en el marco del desarrollo de la Atención Primaria en Salud APS",1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al mejorar la educación y el bienestar social, aunque no cumplen con todos los requerimientos técnicos establecidos."
Nemocón,25486,SisPT – Plan indicativo - Productos,5-1,Estudio y formulación de una estrategia de pertinencia educativa para la formación del capital humano en Sabana Centro,"220108400, 220206208, 220107403, 220107103, 220107308","Sedes educativas con apoyo pedagógico para la oferta de educación inclusiva para preescolar, básica y media; Estrategias de fomento para el acceso a la educación superior implementadas; Docentes de educación inicial, preescolar, básica y media beneficiados con programas de educación para el trabajo y el desarrollo humano; Matrícula en niveles de preescolar, básica y media realizada; Simulacros realizados","EDU 89 Gestionar e implementar una estrategia para los procesos de educación inclusiva en las instituciones educativas del municipio.; EDU 90 Formular e implementar una estrategia articulada con el sector privado, público, de cooperación internacional, las comunidades y/o la Academia para garantizar el acceso a la educación superior; EDU 85 Formular e implementar un programa para el desarrollo humano e integral de los docentes de las instituciones educativas del municipio; EDU 92 Implementar una estrategia para fortalecer el componente de gratuidad educativa; EDU 81 Formular e implementar una estrategia para la evaluación anual de la calidad educativa.",2,"Los productos seleccionados contribuyen a la formación del capital humano, aunque no cumplen completamente con todos los requerimientos técnicos del proyecto."
Nemocón,25486,SisPT – Plan indicativo - Productos,5-2,Crear La Asociación de Instituciones de Educación Superior de Sabana Centro,"220206300, 220107403, 220108400, 220206208, 220103900","Beneficiarios de estrategias o programas de apoyo financiero para el acceso a la educación superior; Docentes de educación inicial, preescolar, básica y media beneficiados con programas de educación para el trabajo y el desarrollo humano; Sedes educativas con apoyo pedagógico para la oferta de educación inclusiva para preescolar, básica y media; Estrategias de fomento para el acceso a la educación superior implementadas; Estudios y diseños de infraestructura educativa elaborados","EDU 91 Reestructurar, fortalecer y poner en operación el Fondo de Educación Superior de Nemocón- FESN; EDU 85 Formular e implementar un programa para el desarrollo humano e integral de los docentes de las instituciones educativas del municipio; EDU 89 Gestionar e implementar una estrategia para los procesos de educación inclusiva en las instituciones educativas del municipio.; EDU 90 Formular e implementar una estrategia articulada con el sector privado, público, de cooperación internacional, las comunidades y/o la Academia para garantizar el acceso a la educación superior; EDU 80 Realizar los estudios y diseños para los proyectos de inversión del sector Educación",1,"Los productos seleccionados facilitan el acceso a la educación superior y el desarrollo de docentes, lo que es relevante para el fortalecimiento de la colaboración entre las IES, aunque no cumplen completamente con los requerimientos establecidos."
Nemocón,25486,SisPT – Plan indicativo - Productos,5-3,"Reforzar los esquemas de coﬁnanciación para programas de pasantías y becas para estudiantes destacados, con apoyo de las universidades de Sabana Centro y el sector industrial de la provincia.","220206208, 220102902, 360200400",Estrategias de fomento para el acceso a la educación superior implementadas; Estrategias de movilidad escolar implementadas; Personas colocadas laboralmente,"EDU 90 Formular e implementar una estrategia articulada con el sector privado, público, de cooperación internacional, las comunidades y/o la Academia para garantizar el acceso a la educación superior; EDU 83 Realizar convenios, alianzas o estrategias para facilitar el servicio de transporte escolar a los estudiantes de educación básica y media.; TB 195Realizar alianzas estratégicas con el sector productivo y formativo del municipio y la región para la vinculación laboral de habitantes",3,"Los productos seleccionados son relevantes para el objetivo del proyecto, ya que facilitan el acceso a la educación y promueven la formación y vinculación laboral de los jóvenes."
Nemocón,25486,SisPT – Plan indicativo - Productos,5-4,"Promover programas educativos, enfocados en ciencia y tecnología a través de un laboratorio de creatividad","220107403, 360203200, 410204200, 410300501, 410204600","Docentes de educación inicial, preescolar, básica y media beneficiados con programas de educación para el trabajo y el desarrollo humano; Emprendimientos asesorados; Acciones ejecutadas con las comunidades; Personas asistidas técnicamente; Campañas de promoción realizadas","EDU 85 Formular e implementar un programa para el desarrollo humano e integral de los docentes de las instituciones educativas del municipio; TB 199Implementar una estrategia para fomentar e impulsar los emprendimientos juveniles.; FAM 30 Poner en operación un centro de innovación, artes y oficios para la familia, la mujer, la niñez y la juventud; NNA 37 Implementar una estrategia para fomentar el interés por el emprendimiento en los niños y adolescentes; NNA34 Institucionalizar e implementar el programa ""Los Niños Viven Nemocón""; en el que el juego, la cultura, el deporte, la ciencia, la tecnología y la innovación integrados con asistencia sicológica, nutrición y trabajo social son fundamentales para el proyecto de vida de infantes, niños, niñas y adolescentes.",1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al contribuir a la formación y apoyo a la innovación, aunque no cumplen con todos los requerimientos técnicos necesarios para la operación del laboratorio."
Nemocón,25486,SisPT – Plan indicativo - Productos,5-5,Creación Territorio STEM Sabana Centro,"220108400, 220206208, 220107403, 220103900, 410200100","Sedes educativas con apoyo pedagógico para la oferta de educación inclusiva para preescolar, básica y media; Estrategias de fomento para el acceso a la educación superior implementadas; Docentes de educación inicial, preescolar, básica y media beneficiados con programas de educación para el trabajo y el desarrollo humano; Estudios y diseños de infraestructura educativa elaborados; Niños y niñas atendidos en Servicio integrales","EDU 89 Gestionar e implementar una estrategia para los procesos de educación inclusiva en las instituciones educativas del municipio.; EDU 90 Formular e implementar una estrategia articulada con el sector privado, público, de cooperación internacional, las comunidades y/o la Academia para garantizar el acceso a la educación superior; EDU 85 Formular e implementar un programa para el desarrollo humano e integral de los docentes de las instituciones educativas del municipio; EDU 80 Realizar los estudios y diseños para los proyectos de inversión del sector Educación; PI 31 Implementar programas para la atención integral de la primera infancia y la garantía de sus derechos en todos los sectores del municipio.",2,"Los productos seleccionados facilitan la educación inclusiva y el acceso a la educación superior, que son relevantes para el objetivo del proyecto, aunque no cumplen completamente con todos los requerimientos específicos."
Nemocón,25486,SisPT – Plan indicativo - Productos,6-1,Gestión y articulación de la información de la región Sabana Centro,"410102511, 450200701, 410400800, 410402000, 320600300",Personas víctimas con ayuda humanitaria; Adultos mayores atendidos con servicios integrales; Personas con discapacidad atendidas con servicios integrales; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados,"VCA 51 Formular e implementar un programa de bienestar y acceso a soluciones de NBI (Vivienda, salud, educación, empleo, proyectos productivos, servicios públicos, entre otros) y ayudas humanitarias inmediatas para las VCA-Ley 1148 de 2011.; AM 43 Realizar actividades que promuevan la integración, la recreación, el bienestar, el acceso al arte y la cultura, la ocupación del tiempo libre y el acceso a recursos financieros de los adultos mayores.; DICS 46 Formular e implementar un programa de atención y bienestar para personas diversamente hábiles y/o sus cuidadores; ADS 4 Formular e implementar un plan de modernización y dotación de edificaciones institucionales con energías alternativas",1,"Los productos seleccionados facilitan indirectamente el cumplimiento del objetivo del proyecto al promover el bienestar y la capacitación de la comunidad, aunque no están directamente relacionados con la gestión de información."
Nemocón,25486,SisPT – Plan indicativo - Productos,6-2,"Capacitación a funcionarios y servidores públicos de las entidades públicas de los municipios de Sabana Centro, en el uso de las herramientas o plataformas digitales de datos e indicadores de la región",459903000,Personas capacitadas,"GT 250Formular e implementar programas de educación no formal para fortalecer las capacidades de los funcionarios públicos, líderes comunitarios, Juntas de Acción Comunal (entre otros).",3,"El producto seleccionado cumple con el objetivo del proyecto al ofrecer capacitación a funcionarios públicos, lo que es esencial para el fortalecimiento de sus capacidades en el uso de herramientas digitales."
